strike_id,date,location,country,area,min_ppl_killed,max_ppl_killed,min_civil_killed,max_civil_killed,min_child_killed,max_child_killed,min_injured,max_injured,confirm_possible,air_strike,drone_strike,strike_type,min_strikes,max_strikes,long,lat,spatial_country,president,avg_ppl_killed,avg_civ_killed
Ob201,2011-03-16T00:00:00Z,Datta Khel,Pakistan,North Waziristan,3,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,70.4333615,33.1500497,Pakistan,Obama,4,0
Ob202,2011-03-17T00:00:00Z,Datta Khel,Pakistan,North Waziristan,26,42,19,41,0,1,9,14,NA,NA,NA,NA,NA,NA,70.4333615,33.1500497,Pakistan,Obama,34,30
SOM009,2011-04-03T00:00:00Z,Dhobley,Somalia,NA,1,36,0,0,0,0,0,0,Possible,TRUE,FALSE,Air operation - airstrike,1,1,46.199616,5.152149,Somalia,Obama,18.5,0
Ob203,2011-04-13T00:00:00Z,Angor Adda,Pakistan,South Waziristan,4,7,0,7,0,0,6,10,NA,NA,NA,NA,NA,NA,69.2907334,32.5144665,Pakistan,Obama,5.5,3.5
Ob204,2011-04-22T00:00:00Z,Spinwan,Pakistan,North Waziristan,20,26,5,9,3,5,5,10,NA,NA,NA,NA,NA,NA,70.3940961,33.1788897,Pakistan,Obama,23,7
YEM012,2011-05-05T00:00:00Z,NA,Yemen,Shabwa,2,2,0,0,0,0,0,0,Confirmed,TRUE,TRUE,"Drone strike
Airstrike with US conventional aircraft",1,1,NA,NA,NA,Obama,2,0
Ob205,2011-05-06T00:00:00Z,Dwa Tooe,Pakistan,North Waziristan,7,18,6,6,0,0,4,4,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,12.5,6
Ob206,2011-05-10T00:00:00Z,Angor Adda,Pakistan,South Waziristan,3,5,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA,69.2907334,32.5144665,Pakistan,Obama,4,0
Ob207,2011-05-12T00:00:00Z,Datta Khel,Pakistan,North Waziristan,5,8,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,70.4333615,33.1500497,Pakistan,Obama,6.5,0
Ob208,2011-05-13T00:00:00Z,Doga Mada Khel,Pakistan,North Waziristan,3,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,4,0
Ob209,2011-05-16T00:00:00Z,"Khushali Village, Mir Ail",Pakistan,North Waziristan,4,10,0,0,0,0,2,4,NA,NA,NA,NA,NA,NA,70.2775845,32.9700199,Pakistan,Obama,7,0
Ob210,2011-05-16T00:00:00Z,"Khisoor Village, Mir Ali",Pakistan,North Waziristan,3,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,70.2775845,32.9700199,Pakistan,Obama,4.5,0
Ob211,2011-05-20T00:00:00Z,Tappi,Pakistan,North Waziristan,4,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,70.147069,32.9464908,Pakistan,Obama,5,0
Ob212,2011-05-23T00:00:00Z,Mir Ali,Pakistan,North Waziristan,4,7,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,70.2775845,32.9700199,Pakistan,Obama,5.5,0
Ob213,2011-06-03T00:00:00Z,Ghwa Khwa,Pakistan,South Waziristan,5,12,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,8.5,0
YEM013,2011-06-03T00:00:00Z,Zinjibar,Yemen,Abyan,7,7,4,4,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1,45.3886399,13.1350213,Yemen,Obama,7,4
Ob214,2011-06-06T00:00:00Z,"Tigger, Toji Khel Wazir",Pakistan,South Waziristan,7,9,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,8,0
Ob215,2011-06-06T00:00:00Z,Wacha Dana,Pakistan,South Waziristan,8,10,0,7,0,0,3,3,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,9,3.5
Ob216,2011-06-06T00:00:00Z,Darnashtra,Pakistan,South Waziristan,3,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,4,0
Ob217,2011-06-08T00:00:00Z,Zoynari,Pakistan,South Waziristan,18,23,0,0,0,0,6,6,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,20.5,0
Ob218,2011-06-08T00:00:00Z,Shawal,Pakistan,South Waziristan,4,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,69.508248,32.6137855,Pakistan,Obama,4,0
YEM014,2011-06-10T00:00:00Z,Zinjibar,Yemen,Abyan,1,1,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1,45.3886399,13.1350213,Yemen,Obama,1,0
YEM015,2011-06-10T00:00:00Z,Raia,Yemen,Abyan,2,3,2,3,1,1,0,1,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,3,48.516388,15.552727,Yemen,Obama,2.5,2.5
Ob219,2011-06-15T00:00:00Z,Wana,Pakistan,South Waziristan,2,10,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,69.59762400000001,32.2982314,Pakistan,Obama,6,0
Ob220,2011-06-15T00:00:00Z,Karez,Pakistan,South Waziristan,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,62.54876599999999,26.0735805,Pakistan,Obama,0,0
Ob221,2011-06-15T00:00:00Z,Mir Ali,Pakistan,North Waziristan,5,6,5,6,0,0,0,0,NA,NA,NA,NA,NA,NA,70.2775845,32.9700199,Pakistan,Obama,5.5,5.5
YEM016,2011-06-18T00:00:00Z,Jaar,Yemen,Abyan,0,0,0,0,0,0,6,6,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1,45.3064264,13.2167375,Yemen,Obama,0,0
Ob222,2011-06-20T00:00:00Z,Khardand,Pakistan,Kurram Agency,5,7,2,7,0,0,0,3,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,6,4.5
Ob223,2011-06-20T00:00:00Z,Zarakai,Pakistan,Kurram Agency,2,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,3.5,0
SOM010,2011-06-23T00:00:00Z,Kismayo,Somalia,NA,2,2,0,0,0,0,2,3,Confirmed,TRUE,TRUE,"Air operation - drone strike
Helicopter raid",1,1,42.5460573,-0.3560455,Somalia,Obama,2,0
Ob224,2011-06-27T00:00:00Z,Shawal,Pakistan,South Waziristan,6,12,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,69.508248,32.6137855,Pakistan,Obama,9,0
Ob225,2011-06-27T00:00:00Z,Shakai,Pakistan,South Waziristan,12,21,0,20,0,0,2,2,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,16.5,10
Ob226,2011-07-05T00:00:00Z,Mir Ali,Pakistan,North Waziristan,4,6,0,3,0,2,5,5,NA,NA,NA,NA,NA,NA,70.2775845,32.9700199,Pakistan,Obama,5,1.5
SOM011,2011-07-06T00:00:00Z,Juba,Somalia,NA,0,0,0,0,0,0,0,0,Possible,TRUE,TRUE,Air operation - drone or airstrike,1,1,42.43196897832084,1.96022282470068,Somalia,Obama,0,0
Ob227,2011-07-11T00:00:00Z,Gurwak,Pakistan,North Waziristan,4,12,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,8,0
Ob228,2011-07-12T00:00:00Z,Gurwak,Pakistan,North Waziristan,12,25,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,18.5,0
Ob229,2011-07-12T00:00:00Z,Barmal,Pakistan,South Waziristan,5,13,0,0,0,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,Afghanistan,Obama,9,0
Ob230,2011-07-12T00:00:00Z,Datta Khel,Pakistan,North Waziristan,13,15,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,70.4333615,33.1500497,Pakistan,Obama,14,2
Ob231,2011-07-12T00:00:00Z,Datta Khel,Pakistan,North Waziristan,1,9,1,1,0,0,3,5,NA,NA,NA,NA,NA,NA,70.4333615,33.1500497,Pakistan,Obama,5,1
YEM017,2011-07-14T00:00:00Z,"Wadeea district
Mudiya",Yemen,Abyan,6,50,30,30,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1,48.516388,15.552727,Yemen,Obama,28,30
YEM018,2011-07-14T00:00:00Z,NA,Yemen,Abyan,0,0,0,0,0,0,0,0,Possible,TRUE,TRUE,Drone strike,1,1,NA,NA,NA,Obama,0,0
Ob232,2011-07-20T00:00:00Z,Mir Ali,Pakistan,North Waziristan,4,4,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,70.2775845,32.9700199,Pakistan,Obama,4,0
YEM019,2011-07-27T00:00:00Z,"Karadeef
Zinjibar",Yemen,Abyan,5,5,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1,45.3886399,13.1350213,Yemen,Obama,5,0
Ob233,2011-08-01T00:00:00Z,Azam Warsak,Pakistan,South Waziristan,3,6,0,6,0,0,2,7,NA,NA,NA,NA,NA,NA,69.4285474,32.2907333,Pakistan,Obama,4.5,3
YEM020,2011-08-01T00:00:00Z,Al Khamila,Yemen,Abyan,13,16,0,0,0,0,12,17,Confirmed,TRUE,TRUE,"Drone strike
Possible Yemen Air Force airstrike",2,4,48.516388,15.552727,Yemen,Obama,14.5,0
Ob234,2011-08-02T00:00:00Z,Qutab Khel,Pakistan,North Waziristan,3,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,70.0592459,32.9684804,Pakistan,Obama,3.5,0
Ob235,2011-08-10T00:00:00Z,Miram Shah,Pakistan,North Waziristan,8,25,0,0,0,0,3,8,NA,NA,NA,NA,NA,NA,70.1693949,32.9569289,Pakistan,Obama,16.5,0
Ob236,2011-08-16T00:00:00Z,Miram Shah,Pakistan,North Waziristan,2,7,3,4,1,1,2,2,NA,NA,NA,NA,NA,NA,70.1693949,32.9569289,Pakistan,Obama,4.5,3.5
Ob237,2011-08-19T00:00:00Z,Shin Warsak,Pakistan,South Waziristan,3,4,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,71.421341,34.167252,Pakistan,Obama,3.5,0
Ob238,2011-08-22T00:00:00Z,"Mir Koon Khel, Mir Ali",Pakistan,North Waziristan,3,7,0,4,0,0,3,3,NA,NA,NA,NA,NA,NA,70.2884528,32.9548226,Pakistan,Obama,5,2
YEM021,2011-08-24T00:00:00Z,Zinjibar,Yemen,Abyan,30,30,0,0,0,0,40,40,Possible,TRUE,FALSE,Airstrike,1,1,45.3886399,13.1350213,Yemen,Obama,30,0
YEM022,2011-08-24T00:00:00Z,Arkoub,Yemen,Abyan,6,6,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1,48.516388,15.552727,Yemen,Obama,6,0
YEM023,2011-08-25T00:00:00Z,Wadi Hassan,Yemen,Abyan,8,8,0,0,0,0,3,3,Possible,TRUE,FALSE,Airstrike,1,1,48.516388,15.552727,Yemen,Obama,8,0
YEM024,2011-08-31T00:00:00Z,NA,Yemen,Abyan,30,30,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Airstrike,2,2,NA,NA,NA,Obama,30,0
YEM025,2011-09-05T00:00:00Z,Jaar,Yemen,Abyan,3,7,3,7,0,0,4,4,Possible,TRUE,FALSE,Airstrike,1,1,45.3064264,13.2167375,Yemen,Obama,5,5
YEM026,2011-09-05T00:00:00Z,Jaar,Yemen,Abyan,9,11,1,1,1,1,2,2,Possible,TRUE,FALSE,Airstrike,2,2,45.3064264,13.2167375,Yemen,Obama,10,1
YEM027,2011-09-07T00:00:00Z,Mahfed,Yemen,Abyan,3,10,0,0,0,0,2,24,Confirmed,TRUE,TRUE,Drone strike,2,3,48.516388,15.552727,Yemen,Obama,6.5,0
Ob239,2011-09-11T00:00:00Z,Hisokhel,Pakistan,North Waziristan,1,5,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,3,0
YEM028,2011-09-21T00:00:00Z,Mahfed,Yemen,Abyan,4,4,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1,48.516388,15.552727,Yemen,Obama,4,0
YEM029,2011-09-21T00:00:00Z,Shaqra,Yemen,Abyan,6,7,0,0,0,0,3,3,Possible,TRUE,FALSE,Airstrike,1,1,45.6988212,13.3574621,Yemen,Obama,6.5,0
Ob240,2011-09-23T00:00:00Z,Khushali,Pakistan,North Waziristan,3,8,0,0,0,0,3,4,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,5.5,0
SOM012,2011-09-25T00:00:00Z,Kismayo,Somalia,NA,0,0,0,0,0,0,0,0,Possible,TRUE,TRUE,Air operation - drone strike,1,1,42.5460573,-0.3560455,Somalia,Obama,0,0
Ob241,2011-09-27T00:00:00Z,Azam Warsak,Pakistan,South Waziristan,0,4,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,69.4285474,32.2907333,Pakistan,Obama,2,0
Ob242,2011-09-30T00:00:00Z,Baghar,Pakistan,South Waziristan,3,4,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,73.4754729,33.5702376,Pakistan,Obama,3.5,0
YEM030,2011-09-30T00:00:00Z,NA,Yemen,Jawf,4,4,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1,NA,NA,NA,Obama,4,0
YEM031,2011-10-05T00:00:00Z,Al Arqoub,Yemen,Abyan,5,5,0,0,0,0,7,7,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1,48.516388,15.552727,Yemen,Obama,5,0
Ob243,2011-10-13T00:00:00Z,Danda Darpakhel,Pakistan,North Waziristan,1,6,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA,70.0518027,32.9902185,Pakistan,Obama,3.5,0
Ob244,2011-10-13T00:00:00Z,"Chashma Nala, Birmal",Pakistan,South Waziristan,3,6,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA,69.4307821,32.37856730000001,Pakistan,Obama,4.5,0
Ob245,2011-10-14T00:00:00Z,Danda Darpakhel,Pakistan,North Waziristan,3,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,70.0518027,32.9902185,Pakistan,Obama,4.5,0
YEM032,2011-10-14T00:00:00Z,Azzan,Yemen,Shabwa,0,0,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1,47.4465884,14.3254358,Yemen,Obama,0,0
YEM033,2011-10-14T00:00:00Z,Azzan,Yemen,Shabwa,7,9,2,2,2,2,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1,47.4465884,14.3254358,Yemen,Obama,8,2
YEM034,2011-10-14T00:00:00Z,NA,Yemen,Southern Yemen,15,17,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1,NA,NA,NA,Obama,16,0
YEM035,2011-10-14T00:00:00Z,Azzan,Yemen,Shabwa,2,2,1,2,1,1,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1,47.4465884,14.3254358,Yemen,Obama,2,1.5
Ob246,2011-10-15T00:00:00Z,Angor Adda,Pakistan,South Waziristan,3,6,0,0,0,0,3,7,NA,NA,NA,NA,NA,NA,69.2907334,32.5144665,Pakistan,Obama,4.5,0
Ob247,2011-10-26T00:00:00Z,"Shana Wana, Birmal",Pakistan,South Waziristan,13,22,0,0,0,0,6,6,NA,NA,NA,NA,NA,NA,69.4649109,32.4295484,Pakistan,Obama,17.5,0
Ob248,2011-10-27T00:00:00Z,Azam Warsak,Pakistan,South Waziristan,4,6,0,0,0,0,3,4,NA,NA,NA,NA,NA,NA,69.4285474,32.2907333,Pakistan,Obama,5,0
Ob249,2011-10-27T00:00:00Z,Hisokhel,Pakistan,North Waziristan,4,6,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,5,0
Ob250,2011-10-30T00:00:00Z,"Khar Khama, Datta Khel",Pakistan,North Waziristan,4,6,4,4,0,0,2,3,NA,NA,NA,NA,NA,NA,70.4333615,33.1500497,Pakistan,Obama,5,4
Ob251,2011-10-31T00:00:00Z,Norak,Pakistan,North Waziristan,2,4,2,2,2,2,3,3,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,3,2
Ob252,2011-11-03T00:00:00Z,"Sarai Darpa Khel, Miranshah",Pakistan,North Waziristan,2,3,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA,70.0510584,32.9880685,Pakistan,Obama,2.5,0
SOM013,2011-11-14T00:00:00Z,Afgoye,Somalia,NA,0,2,0,0,0,0,0,0,Possible,TRUE,TRUE,Air operation - drone strike,1,1,45.1167167,2.1426226,Somalia,Obama,1,0
Ob253,2011-11-15T00:00:00Z,Miram Shah,Pakistan,North Waziristan,3,7,0,0,0,0,2,4,NA,NA,NA,NA,NA,NA,70.1693949,32.9569289,Pakistan,Obama,5,0
Ob254,2011-11-16T00:00:00Z,Babar Ghar,Pakistan,South Waziristan,4,22,0,0,0,0,6,12,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,13,0
Ob255,2011-11-17T00:00:00Z,Shawal,Pakistan,North Waziristan,7,9,0,0,0,0,3,5,NA,NA,NA,NA,NA,NA,69.508248,32.6137855,Pakistan,Obama,8,0
YEM036,2011-12-22T00:00:00Z,Zinjibar,Yemen,Abyan,1,1,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1,45.3886399,13.1350213,Yemen,Obama,1,0
Ob256,2012-01-10T00:00:00Z,Miram Shah,Pakistan,North Waziristan,1,4,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,70.1693949,32.9569289,Pakistan,Obama,2.5,0
Ob257,2012-01-12T00:00:00Z,Datta Khel,Pakistan,North Waziristan,5,9,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA,70.4333615,33.1500497,Pakistan,Obama,7,0
SOM014,2012-01-21T00:00:00Z,Elasha Biyaha,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone strike,1,1,45.2103034,2.0821457,Somalia,Obama,1,0
Ob258,2012-01-23T00:00:00Z,Deegan,Pakistan,North Waziristan,2,5,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,3.5,0
Ob259,2012-01-23T00:00:00Z,"Char Khel, Datta Khel",Pakistan,North Waziristan,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,70.4333615,33.1500497,Pakistan,Obama,1,0
YEM037,2012-01-31T00:00:00Z,Lawder,Yemen,Abyan,10,14,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1,48.516388,15.552727,Yemen,Obama,12,0
YEM038,2012-01-31T00:00:00Z,NA,Yemen,Abyan,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Airstrike,3,3,NA,NA,NA,Obama,0,0
Ob260,2012-02-08T00:00:00Z,Miranshah,Pakistan,North Waziristan,9,10,0,0,0,0,2,12,NA,NA,NA,NA,NA,NA,70.1693949,32.9569289,Pakistan,Obama,9.5,0
Ob261,2012-02-09T00:00:00Z,Miranshah,Pakistan,North Waziristan,3,8,0,3,0,1,3,3,NA,NA,NA,NA,NA,NA,70.1693949,32.9569289,Pakistan,Obama,5.5,1.5
Ob262,2012-02-16T00:00:00Z,Miranshah,Pakistan,North Waziristan,5,6,0,0,0,0,4,7,NA,NA,NA,NA,NA,NA,70.1693949,32.9569289,Pakistan,Obama,5.5,0
Ob263,2012-02-16T00:00:00Z,"Jalar Zakar Khel, Mir Ali",Pakistan,North Waziristan,8,15,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA,70.2199974,32.8542933,Pakistan,Obama,11.5,0
SOM015,2012-02-24T00:00:00Z,Lower Shabelle,Somalia,NA,3,7,0,1,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone strike,1,1,44.2479015,1.8766458,Somalia,Obama,5,0.5
Ob264,2012-03-09T00:00:00Z,Shaktoi Mandao,Pakistan,South Waziristan,4,15,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,9.5,0
Ob265,2012-03-09T00:00:00Z,Nishpa,Pakistan,South Waziristan,6,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,70.0432429,32.6623403,Pakistan,Obama,6,0
YEM039,2012-03-09T00:00:00Z,NA,Yemen,Bayda,23,34,2,2,0,0,0,55,Confirmed,TRUE,TRUE,Drone strike,1,1,NA,NA,NA,Obama,28.5,2
YEM040,2012-03-10T00:00:00Z,Jaar and Zinjibar,Yemen,Abyan,24,24,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,2,2,45.3064264,13.2167375,Yemen,Obama,24,0
YEM041,2012-03-11T00:00:00Z,"Jebel Khanfar
Near Jaar",Yemen,Abyan,3,6,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1,45.3102458,13.2194646,Yemen,Obama,4.5,0
Ob266,2012-03-13T00:00:00Z,"Wagdalai, Tehsil Birmal",Pakistan,South Waziristan,6,8,0,0,0,0,2,4,NA,NA,NA,NA,NA,NA,69.4307821,32.37856730000001,Pakistan,Obama,7,0
Ob267,2012-03-13T00:00:00Z,Shawa,Pakistan,North/South Waziristan,6,7,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA,70.4967441,33.2536611,Pakistan,Obama,6.5,0
YEM042,2012-03-13T00:00:00Z,NA,Yemen,Bayda,4,5,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,7,NA,NA,NA,Obama,4.5,0
YEM043,2012-03-18T00:00:00Z,Zinjibar,Yemen,Abyan,14,18,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible naval bombardment
Possible drone strike",1,2,45.3886399,13.1350213,Yemen,Obama,16,0
YEM044,2012-03-18T00:00:00Z,Jaar,Yemen,Abyan,8,8,0,0,0,0,0,0,Possible,TRUE,FALSE,Airstrike,1,1,45.3064264,13.2167375,Yemen,Obama,8,0
YEM045,2012-03-22T00:00:00Z,Zinjibar,Yemen,Abyan,29,30,0,0,0,0,24,24,Confirmed,TRUE,TRUE,"Drone strike
Possible naval bombardment",3,4,45.3886399,13.1350213,Yemen,Obama,29.5,0
Ob268,2012-03-30T00:00:00Z,"Sarai Bazaar, Miranshah",Pakistan,North Waziristan,3,4,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA,70.1693949,32.9569289,Pakistan,Obama,3.5,0
YEM046,2012-03-30T00:00:00Z,Azzan,Yemen,Shabwa,5,5,1,1,0,0,6,9,Confirmed,TRUE,TRUE,Drone strike,2,2,47.4465884,14.3254358,Yemen,Obama,5,1
YEM047,2012-04-07T00:00:00Z,NA,Yemen,Shabwa,0,8,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1,NA,NA,NA,Obama,4,0
YEM048,2012-04-08T00:00:00Z,NA,Yemen,Abyan,16,16,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike - joint Yemeni and US
Possible drone strike",2,2,NA,NA,NA,Obama,16,0
YEM049,2012-04-11T00:00:00Z,Lawder,Yemen,Abyan,10,14,0,0,0,0,10,10,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1,48.516388,15.552727,Yemen,Obama,12,0
YEM050,2012-04-14T00:00:00Z,Al Zahir,Yemen,Bayda,3,7,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1,44.566667,16.3,Yemen,Obama,5,0
YEM051,2012-04-16T00:00:00Z,Azzan,Yemen,Shabwa,5,7,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,5,47.4465884,14.3254358,Yemen,Obama,6,0
SOM016,2012-04-17T00:00:00Z,"Gumh, Puntland",Somalia,NA,0,0,0,0,0,0,2,2,Possible,TRUE,FALSE,Air operation - airstrike,1,1,49.36531489999999,9.7865881,Somalia,Obama,0,0
YEM052,2012-04-18T00:00:00Z,Lawder and Jaar,Yemen,Abyan,6,10,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,3,45.3064264,13.2167375,Yemen,Obama,8,0
YEM053,2012-04-21T00:00:00Z,Lawder,Yemen,Abyan,12,17,0,0,0,0,0,5,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",2,2,48.516388,15.552727,Yemen,Obama,14.5,0
YEM054,2012-04-22T00:00:00Z,Sanda,Yemen,Marib,4,4,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1,48.516388,15.552727,Yemen,Obama,4,0
YEM055,2012-04-23T00:00:00Z,Nasab,Yemen,Shabwa,3,3,0,0,0,0,2,2,Confirmed,TRUE,TRUE,"Airstrike
Possible drone strike",1,1,48.516388,15.552727,Yemen,Obama,3,0
YEM056,2012-04-23T00:00:00Z,Lawder,Yemen,Abyan,0,4,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1,48.516388,15.552727,Yemen,Obama,2,0
YEM057,2012-04-26T00:00:00Z,Moudia,Yemen,Abyan,3,3,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1,48.516388,15.552727,Yemen,Obama,3,0
Ob269,2012-04-29T00:00:00Z,Miranshah Bazaar,Pakistan,North Waziristan,3,6,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA,70.1693949,32.9569289,Pakistan,Obama,4.5,0
YEM058,2012-04-29T00:00:00Z,NA,Yemen,Jawf,3,3,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1,NA,NA,NA,Obama,3,0
YEM059,2012-04-30T00:00:00Z,Lawder,Yemen,Abyan,4,4,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1,48.516388,15.552727,Yemen,Obama,4,0
YEM060,2012-04-30T00:00:00Z,Jaar,Yemen,Abyan,3,3,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1,45.3064264,13.2167375,Yemen,Obama,3,0
YEM061,2012-05-02T00:00:00Z,Zinjibar,Yemen,Abyan,10,15,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1,45.3886399,13.1350213,Yemen,Obama,12.5,0
Ob270,2012-05-05T00:00:00Z,"Guldar Kot, Dre Nishtar area",Pakistan,North Waziristan,8,10,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,9,0
YEM062,2012-05-06T00:00:00Z,Wadi Rafad,Yemen,Shabwa,2,4,1,1,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1,48.516388,15.552727,Yemen,Obama,3,1
YEM063,2012-05-10T00:00:00Z,Jaar,Yemen,Abyan,5,12,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible naval bombardment
Possible drone strike",2,2,45.3064264,13.2167375,Yemen,Obama,8.5,0
YEM064,2012-05-10T00:00:00Z,Shaqra,Yemen,Abyan,2,4,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible naval bombardment
Possible drone strike",1,1,45.6988212,13.3574621,Yemen,Obama,3,0
YEM065,2012-05-12T00:00:00Z,Al Hosoon,Yemen,Marib,6,7,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1,48.516388,15.552727,Yemen,Obama,6.5,0
